direction,name,normal_speed,geometry,rainy_speed,speed_diff_percent
从湖东路到杨桥湖大道,粟庙路,15.0,"LINESTRING (114.402629810825 30.410921287560743, 114.40356160754027 30.410229288587573, 114.40399700443028 30.409794711927947, 114.4045695468476 30.409154132392104, 114.40505101764772 30.40859361740655, 114.40564661226423 30.407945474779947, 114.40606704076811 30.40751093174589, 114.40634932933379 30.407266898977255, 114.40770076237014 30.406146238851324, 114.40773880544393 30.406098566911496)",10.0,-25.0
从杨桥湖大道到湖东路,粟庙路,50.0,"LINESTRING (114.40772378426459 30.40616534616957, 114.40637935651684 30.40728410823639, 114.40609706753185 30.40752804064019, 114.40567663821705 30.4079645826937, 114.40508904982902 30.408612727442428, 114.40460057220173 30.409171339565155, 114.40402002219592 30.409811815758374, 114.4035766177734 30.410252188374663, 114.40265282683461 30.410940389552266)",50.0,0.0
从青化路立交到青王路出入口,三环线,40.0,"LINESTRING (114.42401848621134 30.609286984082377, 114.42434718549367 30.608238703353436, 114.42447746110116 30.60785751540122, 114.42495850574774 30.60622226327097, 114.42538743248109 30.60492631805316, 114.42561593556815 30.60416970872824, 114.4256319864795 30.603939020428456, 114.42563198997209 30.60389903622624, 114.42565503804288 30.603855183076114, 114.42615214563422 30.602168490318057, 114.42643477444703 30.60128040924854, 114.42654201723991 30.600906797109488, 114.4266562890237 30.600365560301, 114.42682468777991 30.599601183047632, 114.42687080372379 30.59931715550166, 114.4269159191106 30.59901793256556, 114.42696203592615 30.59872620804593, 114.42709239980388 30.59752145206232, 114.4271997369942 30.596104946480928, 114.42722983456639 30.595674153955027, 114.4273291607354 30.594208054812302, 114.42757489431862 30.591445750721096, 114.42794907912416 30.586523338557498, 114.4281255808302 30.584883901901584, 114.42823285083021 30.58429677204876, 114.42832407606546 30.583852666202294, 114.42851553195636 30.58312840612439, 114.42873705384649 30.582379398809955, 114.42905880488806 30.58141891478267, 114.43116181908053 30.575299774412027, 114.43165903102583 30.573893448307793, 114.43208708643292 30.572649063925926, 114.4328369465458 30.570571995392665, 114.43308155629154 30.569924118751864, 114.4333562363193 30.56928768820006, 114.43379231344373 30.568386617027638, 114.43415921560819 30.567752243407117, 114.43459529113449 30.5670513130524, 114.43490205053254 30.566584689940036, 114.43502435370044 30.566407557604325, 114.4355747224897 30.5656534537073, 114.4362554239628 30.56483670750062, 114.43664540587201 30.564393039693634, 114.43830566566793 30.56244546792732, 114.44123546144031 30.559123779571152, 114.44244378350469 30.557730405464994, 114.44333125789049 30.556750198943124, 114.44411948289543 30.55587288387678)",50.0,22.22222222222222
从流芳大道到环岛路,藏龙大道,35.0,"LINESTRING (114.4296620368568 30.408785883372296, 114.43587945645972 30.403734615727007, 114.43600176052486 30.403601350968724, 114.43607093516513 30.40349848973799, 114.43613910744625 30.40339752659091, 114.43616217236566 30.403286988098245, 114.43617721474892 30.40321452829024, 114.43619325938694 30.403143969829557, 114.43619326514975 30.40307728306744, 114.43617723551067 30.40297427597868, 114.43614717350339 30.402855947857898, 114.43612412392702 30.402789121578714, 114.43609305562036 30.402716682692336, 114.43603993434247 30.402646005756257, 114.4360168817395 30.402615472374986)",35.0,0.0
从环岛路到流芳大道,藏龙大道,35.0,"LINESTRING (114.43604795784675 30.40259642929398, 114.43607100998899 30.40263266157551, 114.43611611209418 30.40270332483717, 114.43615519935257 30.402779676730635, 114.4361772462241 30.402850300565667, 114.43620831052561 30.402970430086953, 114.43621632056832 30.40307732264936, 114.43621631447724 30.403147808657163, 114.43621630821333 30.403220294263143, 114.43620026355894 30.403290852704107, 114.43616216215312 30.403405164612963, 114.4361090248828 30.403517651163124, 114.4360167950599 30.403618473264693, 114.43589449090452 30.40375183792795, 114.42967706653637 30.40880880051265)",30.0,-12.5
从纸坊大街到光谷大道,１０１省道,40.0,"LINESTRING (114.33340631138192 30.34498653176795, 114.33399339107342 30.34481755911667, 114.3347552023607 30.34458917315215, 114.33598130319763 30.34419985741492, 114.33665227206203 30.343971653653234, 114.33725336053033 30.34367679255741, 114.33777158378882 30.343357390455935, 114.33810708647415 30.343107014380706, 114.33838068630543 30.34285285277922, 114.339325305068 30.342059653813358, 114.33970674690782 30.34178440483301, 114.3400262763926 30.341606455117777, 114.34042269186179 30.34141887029763, 114.34078116075342 30.34130184538912, 114.3411236527821 30.341217346138837, 114.34146614515252 30.341149946149613, 114.34228193787314 30.341055114691425, 114.34575591623263 30.3407611233245, 114.34711900925696 30.340634831826655, 114.3475154617556 30.340597971936102, 114.34791890943097 30.340543805894928, 114.34823947399539 30.34048988050881, 114.34860498303976 30.340395888573052, 114.34894053557545 30.340301848616598, 114.34931404266254 30.34017155391522, 114.34980939608715 30.339972473368213, 114.35079212843806 30.33959703734789, 114.3527047310891 30.338829313627834, 114.3531082340645 30.338700902656882, 114.35353471017909 30.33860105598451, 114.35380138375459 30.338552951791375, 114.35412199277928 30.338506666472963, 114.35472326292671 30.33846575655353, 114.35685775058313 30.33833479692689, 114.36306121454356 30.3379620070935, 114.36330498141878 30.337961694020112, 114.36389242596371 30.337981943979273, 114.36747428237257 30.338267479780857, 114.36911399478085 30.33841631709429, 114.37179710709322 30.338636567532166, 114.37268954018477 30.338715774077375, 114.37393280341684 30.33881947734577, 114.37499222564186 30.338894803264324, 114.37635754632517 30.339017604805356, 114.37741007436676 30.33912352653048, 114.37800482915797 30.339172650153778, 114.37854562459646 30.339155037412706, 114.38080390980305 30.339037141445555, 114.38277946637197 30.338942407436328, 114.38935523441796 30.338948991388186, 114.39024036104944 30.33889912960846, 114.39097350208658 30.338765450889102, 114.39200374074017 30.33861073374673, 114.39541488115285 30.338270816357827, 114.39616320507099 30.338219289121238, 114.39680350071441 30.338213479901707, 114.39713265796838 30.338240178000326, 114.3973537658387 30.338266878166714, 114.39751384363876 30.338306976716826, 114.39769693384956 30.338356575915448, 114.397911039197 30.33844047321492, 114.39826221641935 30.338583572377292, 114.40257488750082 30.340401697848247, 114.40385786348554 30.340920787001078, 114.40494975587924 30.341401685409167, 114.40545418649019 30.341646038093806, 114.40580549101814 30.34185014629132, 114.40635497738032 30.34219752254093, 114.40683641114813 30.342558179939108, 114.40742395217715 30.343046679028873, 114.40786636327205 30.343504526043468, 114.40827874920588 30.344002460532263, 114.40877521699805 30.344696918483844, 114.40908850963709 30.345238708530175, 114.4093787736593 30.345873876150133, 114.40960796778316 30.34657590247258, 114.40975308778437 30.34706991283279, 114.40988316920512 30.347825176444076, 114.4102872173708 30.352598797533677, 114.41034824436055 30.353100357690664, 114.41041728809034 30.35351803551706, 114.41054638262868 30.354158915781646, 114.4107915972633 30.354998137880884, 114.41101981353277 30.355619985030597, 114.41124904289477 30.35613505145357, 114.41290679154831 30.35973281537514, 114.41304393747104 30.360087657951315, 114.41312101685324 30.360322276598506, 114.41317406896127 30.360514984581933, 114.41320409524994 30.360661783122257, 114.41352538194856 30.362202973601885, 114.41368552510619 30.362990666648173, 114.41406789113488 30.364651988274023, 114.41424308327353 30.365159341094994, 114.41452539971338 30.365935735390835, 114.41472463323335 30.36639361858814, 114.41489983231872 30.366887677974244, 114.41498391393095 30.36729207921737, 114.41503696144376 30.36759527212599, 114.41511394062348 30.369075188664443, 114.415143880567 30.370251915949808, 114.41519792313036 30.37063329608041, 114.41526598236189 30.371050981630084, 114.4154111291078 30.371714789460114, 114.4155332586593 30.372212606788406, 114.41559431255243 30.372590293695364, 114.4156483502206 30.373042262063358, 114.41567132942916 30.37366017579656, 114.41567826468277 30.374522133739134, 114.41566316856947 30.375384072452277, 114.41564811709966 30.37573119975976, 114.41560201227988 30.376184982386, 114.41541066368082 30.37708306643729, 114.41528843748584 30.377708456048275, 114.41525036291492 30.377952481958033, 114.41523532068081 30.37819662679857, 114.41522028144026 30.378406377634384, 114.4152422807334 30.378770631742047, 114.41527330775138 30.378961323756428, 114.41530433480911 30.37915211576311, 114.41534938198174 30.379339020069416, 114.41541044755101 30.37957552897771, 114.4155025527525 30.37986355478414, 114.4156096838497 30.380103901948203, 114.41573183611689 30.38035386055757, 114.41589204237806 30.380619049471555, 114.4160903020508 30.380916766419556, 114.41952920559461 30.385075343423487, 114.42025431466286 30.385951330736454, 114.42080517833399 30.386573599841075, 114.42128594771835 30.387077627033143, 114.4219891019106 30.387717187630706, 114.42247892262014 30.388135465391862, 114.42317411417186 30.388652975242866, 114.4237320907992 30.389031266886327, 114.42424400368955 30.38933702911307, 114.42499336461506 30.389765076039122, 114.42591808886313 30.390206770391455, 114.42697311354672 30.390625779332407, 114.43553650817995 30.393659490341175, 114.43604870984284 30.393893017213014, 114.43650679291665 30.39411876226463, 114.43711122984722 30.39448984399834, 114.43753223591811 30.394797526805625, 114.43795224278787 30.395156804802113, 114.43833516222675 30.395544617268975, 114.43887846861021 30.396199675643377, 114.43952804649982 30.396990414814915, 114.44092048837365 30.398695892455528, 114.44280928621355 30.40101469257898, 114.4431842555019 30.40148264142411, 114.44329854908915 30.40166013331132, 114.44341384361427 30.40186442235413, 114.44352111838633 30.402051599218584, 114.44362738713318 30.402282465826843, 114.44371961926774 30.402500107304615, 114.44378878776085 30.40273100018143, 114.44388000922014 30.403047720436664, 114.44393412837893 30.403379663283534, 114.44397220316992 30.403719172355324, 114.44397217801504 30.40401091423578, 114.44393404748243 30.40431787639117, 114.4438798628813 30.404744882285105, 114.44373441650897 30.405326274274245, 114.44348967358464 30.406231603410653, 114.44325296002005 30.40707586222428, 114.44296909502266 30.408230966138277, 114.44299215282099 30.408280601595212, 114.44305330802426 30.408391299978334, 114.44312248846703 30.408462022509575, 114.44319868954261 30.40851556262831, 114.44440790393989 30.409456195350995, 114.44486613512272 30.409838549659526, 114.44551689890693 30.41036997789459, 114.44575354461047 30.410561128610354, 114.44588390041979 30.410675875770607, 114.44595308903233 30.410742705974343, 114.44618271438205 30.41098733457214, 114.44634314833466 30.411206925058124, 114.44650357999829 30.411464708514593, 114.44651861766961 30.411521928307543, 114.44657276107243 30.411638418094824, 114.44735287016437 30.4129634950302, 114.4474982580062 30.413301334880938, 114.44765867151808 30.413852762994498, 114.44780402919042 30.414560526699017, 114.44820906015586 30.41618235800491, 114.44824816544548 30.416275822772718, 114.44827022562198 30.416319761181768, 114.44830131265735 30.416356020743837, 114.4483544637482 30.416392428050425, 114.44840861951191 30.4164096416764, 114.44846177360793 30.416413656014026, 114.4489361660613 30.416304011351226, 114.44901339428223 30.416277485695915, 114.44917383043693 30.416672653520404, 114.44939543806413 30.41717653350932)",35.0,-11.11111111111111
从青化路立交到武汉市边界,武鄂高速,90.0,"LINESTRING (114.4218793329324 30.601566553121305, 114.4225895804115 30.60154636613973, 114.42356834410806 30.601471241144086, 114.4239039608448 30.601431659062882, 114.42486776467574 30.601291696637308, 114.42589974954502 30.601100482357133, 114.42677046887746 30.600884308528624, 114.42808614332452 30.600468457428384, 114.42820038007777 30.600424833045068, 114.42830760326623 30.600379200215237, 114.42854510035775 30.600268975796116, 114.42901909697349 30.60008851697915, 114.42936282882388 30.599928871614193, 114.42988996180605 30.599685531165065, 114.4306165495107 30.599295756094318, 114.4308991749325 30.59913034383853, 114.43128904192771 30.59892311386687, 114.43161878665694 30.598679512089337, 114.43328561384058 30.59760684172818, 114.43575552328288 30.59594066569468, 114.43723218394308 30.594968995247243, 114.43923529687548 30.593706582337223, 114.44026097955101 30.593083125318543, 114.44072720871021 30.5928570904205, 114.44143909619746 30.59259154911307, 114.44281579594553 30.592193878804952, 114.44348160707484 30.592071245501813, 114.44433093816421 30.591975688863304, 114.44511110206426 30.591920100705416, 114.44586821959727 30.591929261375117, 114.4469933999397 30.592034582655383, 114.44785786946102 30.592196564674982, 114.44897509741082 30.592469780797323, 114.45003018138799 30.59280957491757, 114.45195891707203 30.593505950640125, 114.45339026643465 30.593932586306106, 114.45423185969055 30.59414807320059, 114.45477555088999 30.594250417844115, 114.45561719220956 30.594362979728977, 114.45674979049987 30.594428585903405, 114.45779114109844 30.594417834114974, 114.45855662906295 30.594370142142605, 114.45934421031431 30.594288234813867, 114.46043181089833 30.59410983933827, 114.46162581225937 30.593809694335526, 114.46215359724278 30.593637515834235, 114.46249074149596 30.593527827433537, 114.46353932500199 30.593130202394534, 114.46683981038368 30.591651708155585, 114.46779618384443 30.591276829622963, 114.4687997396147 30.59096307566361, 114.46945808302375 30.590774147469208, 114.47096647846173 30.590444628974254, 114.47203833456575 30.59028366971091, 114.47301085252795 30.59013964589875, 114.47464177863463 30.590046981337522, 114.47757454559269 30.58990471343085, 114.48344845892817 30.589681616940325, 114.48601414795944 30.58950237171581, 114.48726187947761 30.58938592329798, 114.4887023570552 30.58919958590012, 114.49129825598796 30.58877640516, 114.49263034864013 30.58847340976813, 114.49463702649822 30.587955121425722, 114.49679729226119 30.587317138645382, 114.49853594192687 30.586704576669486, 114.49979173940915 30.58621641585342, 114.50001358698333 30.586117915716343, 114.50043519623966 30.585938042378388, 114.5025562800823 30.58493963752941, 114.50539804606841 30.583601959251876, 114.5063476243964 30.58314712819327, 114.50769468325377 30.58247613433024, 114.51145465511522 30.58071962120689, 114.51274941536167 30.580082680153797, 114.51473967032753 30.579123609241126, 114.51735909768702 30.577844051018804, 114.51859951557401 30.577162949124062, 114.521508737819 30.575500727085664, 114.52238176765542 30.574952084850427, 114.52632418683743 30.572491411283654, 114.53136867629402 30.569301047252583, 114.53387856514306 30.567726512830728, 114.53620466956018 30.566345893873898, 114.53891367231712 30.564933475412563, 114.54226515167211 30.56346120899063, 114.5447278096262 30.562543460241724, 114.54770349667707 30.56157510675659, 114.55263635673016 30.560104582147805, 114.55661309249832 30.558904211866206, 114.56097779988981 30.557537899872376, 114.56274306018922 30.556882534709533, 114.56434088709582 30.556142855772467, 114.5659836692328 30.555237277413244, 114.56946110683496 30.553206740584876, 114.57053765816536 30.5526263279926, 114.57237915765405 30.55178715737379, 114.57373086869704 30.55128691066151, 114.57525867943933 30.550800014660638, 114.57735895454087 30.550267626526328, 114.57861920042471 30.55002443225757, 114.58044484623011 30.549775681963904, 114.5824904669697 30.549639443028163, 114.58365928731034 30.549626642457564, 114.58506317341642 30.549646149202193, 114.58641492028657 30.549751423916813, 114.59020049742735 30.55003244353623, 114.59136083331522 30.55007262171974, 114.5922530456796 30.55007835004624, 114.59343626763662 30.55003255194996, 114.59506145985061 30.549898979005686, 114.59667152365802 30.54967372548789, 114.59812847315158 30.549397015284317, 114.60012723955315 30.548889223410868, 114.60223979015467 30.548173487218925, 114.60434513939146 30.54726683407402, 114.60586254585458 30.54650518736582, 114.6067851372493 30.54596703480263, 114.60833337155972 30.544936409552903, 114.6102323001681 30.543424996238446, 114.61104779909672 30.54265594383432, 114.61226000519898 30.54143279893974, 114.61339622315332 30.540022824581527, 114.61376196874404 30.539454299412654, 114.61515695406257 30.537172611455027, 114.61603426695575 30.53580844250635, 114.61704044879103 30.534120023807212, 114.61817648287015 30.532105440074385, 114.61904471429722 30.530497159700293, 114.6196621375527 30.529491627365996, 114.61986094497249 30.529211103442513, 114.62040940945194 30.5283887698421, 114.62111069899422 30.527436495859803, 114.62186490050951 30.526566117813196, 114.62236835237248 30.526018310590015, 114.62302362086344 30.5253463547804, 114.62396054275385 30.52443002137345, 114.62499730130797 30.52353642793858, 114.62577434752001 30.52283377151693, 114.62654437030592 30.522262663882366, 114.62739026862019 30.52167994183512, 114.62869251658245 30.52086595470559, 114.62921079977815 30.520581136845053, 114.62956929861318 30.520384304932154)",85.0,-5.263157894736842
从武汉市边界到青化路立交,武鄂高速,90.0,"LINESTRING (114.62954632557368 30.52046061273129, 114.62923376312229 30.520624991561114, 114.62872346898351 30.520909798899506, 114.62742821311953 30.521719979123713, 114.62658930654474 30.522302593070524, 114.62582028369026 30.522873700450347, 114.62499729515022 30.523610804375316, 114.62400648231032 30.52446625398501, 114.62306956205155 30.52538258871982, 114.62242128686586 30.526048839137825, 114.62191883455338 30.52660044484473, 114.62116363593975 30.527468825959453, 114.62046234834301 30.528415402975373, 114.61991388502794 30.529237737527254, 114.6197160769503 30.52951826072274, 114.6190986552039 30.530521894775756, 114.61822942687843 30.532128278361416, 114.61710138719349 30.53414665501952, 114.61604125129207 30.53591909946198, 114.61501205537736 30.53750643366339, 114.61457837698693 30.538217990264606, 114.61430357454302 30.53869307765687, 114.61344917735005 30.540053269217378, 114.61231396098627 30.541467043690734, 114.61110175782969 30.542690191014273, 114.61027027124167 30.543464954909393, 114.60836434975558 30.544980274267896, 114.60682311395283 30.546012696562542, 114.60588553127302 30.54655095890382, 114.6043681266547 30.547310607668962, 114.60225478165604 30.548223064097694, 114.6001572294766 30.548942595388525, 114.59815146671633 30.549450391466408, 114.59669451908586 30.54972520374175, 114.59507645647506 30.549952359071057, 114.59343626322462 30.550085933639508, 114.59225304126753 30.550131731733433, 114.59136082890309 30.55012600340728, 114.59019249043013 30.550085824385075, 114.5864149158737 30.549804805621438, 114.58506316868092 30.549703429576518, 114.58365928289675 30.549680024168847, 114.58249846841521 30.54969282833744, 114.58045184770883 30.549829067461804, 114.57861919600911 30.550077813948064, 114.57736695818093 30.550321013652972, 114.57527469292576 30.5508534087167, 114.57376190179187 30.551336519744154, 114.57241019297317 30.551836768305414, 114.57057570655913 30.552670150324087, 114.56949114550294 30.553256354434247, 114.56601471494965 30.55528689693072, 114.56437093390498 30.556190576861592, 114.56276609703627 30.556930248544237, 114.56100083879149 30.55758561540479, 114.55662811926491 30.558957616846538, 114.5526594045118 30.56015800340942, 114.54771953217998 30.561628518770668, 114.54475086606858 30.562591190263166, 114.5423032512916 30.56351087220839, 114.53895177739446 30.56497934420814, 114.5362427787558 30.566389766615227, 114.53391667756968 30.567770488169984, 114.53140679204986 30.569345025286385, 114.52636230857694 30.57253729356446, 114.52154686486105 30.57554471415358, 114.51863764536519 30.57720693836231, 114.51738920024523 30.577887918763192, 114.51422680275108 30.57943483775618, 114.51417360778392 30.57947857026258, 114.51150081747735 30.58079032794661, 114.50774887803674 30.58254686656369, 114.50639278635857 30.583219733839144, 114.50545123851974 30.58367458894461, 114.50261047785928 30.58501227126619, 114.50047333439613 30.58600872949722, 114.50001357904644 30.586211380369804, 114.49983790810698 30.586287127042404, 114.49856604959314 30.58678093784792, 114.49682740014768 30.587393499907474, 114.49466010748989 30.588035260194722, 114.49265342964638 30.588553548456634, 114.49132133695487 30.588856543755856, 114.48871740735903 30.5892797002836, 114.48728495976269 30.589469859982234, 114.48603722838631 30.58958250964867, 114.4834484520775 30.58976168638532, 114.47757453839861 30.589988581407596, 114.47464980100816 30.590127073500657, 114.47301887433457 30.59022353638294, 114.47204635654654 30.59036376149632, 114.47098955439643 30.590520963720106, 114.46948818310379 30.590850500755707, 114.46882281447199 30.591039409381843, 114.46783431110038 30.59135130428378, 114.46688496124409 30.591726200859984, 114.46358547532427 30.59320659342535, 114.46252886343979 30.593604196506586, 114.4616639332817 30.59388606255149, 114.46044685383204 30.594189946505885, 114.45936025605235 30.594368344036997, 114.45855662164774 30.594455909027655, 114.45779113384533 30.594501701729552, 114.45674978356396 30.59450875494542, 114.45559411229752 30.59444299358116, 114.45475949363282 30.594330448916594, 114.45420878083884 30.594228088028725, 114.45336718873601 30.59400690394457, 114.45192079464587 30.593582134291314, 114.45000008542482 30.59288577880176, 114.44894399984533 30.592544084300144, 114.4478418166513 30.59227090166179, 114.44698537007584 30.59211463492884, 114.4458601900819 30.592009313971293, 114.44511811480979 30.591998285108627, 114.44433093120817 30.592055758129682, 114.44349664099617 30.592151344746632, 114.44283082979587 30.59227007917206, 114.44147718994137 30.592667892905794, 114.44090366686899 30.592880315994677, 114.4407653018119 30.5929277353693, 114.44030709264476 30.593153784625613, 114.43928942867866 30.593773455998797, 114.43828682406219 30.594652493552076, 114.4378667527031 30.594939630206948, 114.43576352267701 30.596167591355275, 114.43559511129112 30.596277862794178, 114.43495255183295 30.596715312973426, 114.43351513259182 30.597668186377884, 114.43175607508547 30.59884375883507, 114.43151152338663 30.59899392523874, 114.43079993624613 30.599402788468236, 114.4301655435421 30.599739314367575, 114.42988293062538 30.59987234783352, 114.42935479422245 30.600132780260882, 114.42862124325755 30.600429220119853, 114.42800195577034 30.600655267756572, 114.42762718612963 30.600784402276403, 114.42678648687468 30.601040668504197, 114.42592979431579 30.60125306132763, 114.42555506521835 30.60134404391064, 114.42538774257719 30.601376318098485, 114.42486774918517 30.601469026997286, 114.4241493999919 30.601578698668202, 114.42356832894515 30.60164477296676, 114.4231936476441 30.601680515490568, 114.4228189745381 30.60170107009611, 114.421909370301 30.601736320026617)",85.0,-5.263157894736842
从光谷大道到藏龙大道,九凤街,35.0,"LINESTRING (114.41761361391225 30.43800095158896, 114.41707883499564 30.437680135413178, 114.4159101815784 30.436990767228995, 114.41261788477419 30.435134627608292, 114.40800378776208 30.43247555575373, 114.40472782325509 30.43057099481447, 114.40378907616685 30.42999481447975, 114.40378907964671 30.42995482344579)",35.0,0.0
关山大道立交附近,大学园路,27.0,"LINESTRING (114.40198361005751 30.46512685020344, 114.4017394582703 30.4648254737275, 114.40151832201236 30.46456809322926)",30.0,9.375
从武大园路到藏龙大道,滨湖路,10.0,"LINESTRING (114.40523058093524 30.44997583233064, 114.40510847426619 30.44994529449245, 114.40481022001943 30.44983461367107, 114.40413866586232 30.449563551577103, 114.40354319979781 30.449250642335553, 114.40303882064988 30.448966366820713, 114.40246641096637 30.448584909074004, 114.40190202558958 30.448180473187442, 114.40143572534639 30.447776071114905, 114.39980976922074 30.446299954234785, 114.39837503146477 30.445037413705073, 114.39787879559505 30.444652177412152, 114.39667227069987 30.443740670964278, 114.39629912425048 30.443443147310024, 114.39608504322939 30.4432734935785, 114.39577193074793 30.443002770161716, 114.39572591730493 30.442932189064788)",20.0,66.66666666666666
从关山大道立交到华师园北路,大学园路,15.0,"LINESTRING (114.40151832201236 30.46456809322926, 114.40127417409009 30.46428771624079, 114.40041168282399 30.463212040046603, 114.3999074095149 30.462620917547213, 114.3994111575783 30.461985818141276, 114.39898394740743 30.46147470407828, 114.39844970162606 30.46078633506419, 114.39801450987977 30.460248544912744, 114.39782342785288 30.460021593366207, 114.39748829353766 30.459563997188376, 114.39700710349354 30.45898613454676, 114.39680902729145 30.458763090207746, 114.39677801631758 30.45871920133678)",15.0,0.0
从滨湖路到大学园路,武大园路,25.0,"LINESTRING (114.40526061175518 30.449931954261125, 114.40524559393248 30.449981536553878, 114.40500132636767 30.450549707857494, 114.40448177003297 30.45172613713948, 114.40434462194148 30.452076904791227, 114.40416142805046 30.4525173360543, 114.40392417798388 30.453104615311403, 114.40369492885557 30.45378907514424, 114.40365688620507 30.453920631023127, 114.40362684684582 30.454090379900965, 114.40353473888939 30.454467858717138, 114.40351171237609 30.454557529625014, 114.40346666738918 30.45465479216899, 114.40342763151588 30.454704268421708, 114.4033445549589 30.45481491677166, 114.40326047995192 30.45490257084912, 114.40318341269132 30.45496933240343, 114.40298524244484 30.455125638566813, 114.40280909292113 30.455262857039738, 114.40264895991214 30.455369588598384, 114.40250384193827 30.45544963171004, 114.40230568360214 30.455546858547002, 114.40193139195226 30.455706930990804, 114.40175625595163 30.45580416787297, 114.39954166018768 30.457129062875552, 114.39752641988701 30.458337808007226, 114.39688506793009 30.458715402289734)",20.0,-16.666666666666664
从大学园路到滨湖路,武大园路,50.0,"LINESTRING (114.39686205918582 30.458688708983708, 114.39750341007446 30.458315013060407, 114.39951864841383 30.457102366830828, 114.40174024619793 30.455783169625896, 114.40191638328675 30.45568023426274, 114.40229067465474 30.455520161563857, 114.4024888328415 30.45542293459143, 114.40262594422947 30.455346688376927, 114.40278707766389 30.455241856442445, 114.40297023265403 30.455102740171466, 114.40315339033116 30.45495212824058, 114.40323746339631 30.454881569515337, 114.40331353155287 30.454797712101836, 114.40339760844735 30.454690962957756, 114.40342763699353 30.454641384038922, 114.40348168885836 30.454547923127905, 114.40350471483183 30.454464050749372, 114.40358881662128 30.454080770842314, 114.4036268619631 30.453916822889095, 114.4036568981612 30.45378336500189, 114.40390115966703 30.453095010443555, 114.40412339712499 30.452504026980563, 114.40432160296317 30.452069298988352, 114.40445174488386 30.45171842884408, 114.40497830679296 30.45054020182894, 114.40523058558396 30.449922445341066)",50.0,0.0
从软件园中路到关山大道,关南园路,10.0,"LINESTRING (114.39696760864705 30.47591901511592, 114.40327363860195 30.47616976500819, 114.4035868928921 30.47615646035143, 114.40369297740638 30.476183185215753)",5.0,-33.33333333333333
从关南园路到关山大道立交,关山大道,35.0,"LINESTRING (114.4035868928921 30.47615646035143, 114.4035178945141 30.475492918434828, 114.40350292139513 30.4750447344297, 114.40351793973035 30.47497425780267, 114.40348694680426 30.474604247875757, 114.40334998553593 30.472889965895003, 114.40324303253327 30.471366439852172, 114.40290012037104 30.467247527360044, 114.40286211446436 30.466974788244006, 114.40281609990656 30.466730739525932, 114.4027550726716 30.466499983439014, 114.40267903322876 30.466278721102356, 114.40255696898308 30.465941177424117, 114.40246491363487 30.465771498259944, 114.40230481478135 30.465517824600948, 114.40221275661727 30.465393834573522, 114.40198361005751 30.46512685020344)",30.0,-12.5
从关山大道到光谷大道,南湖大道,25.0,"LINESTRING (114.40474640838706 30.481488386649804, 114.41521140561889 30.48054868952804, 114.41527949940426 30.48056973985127)",10.0,-50.0
从关南园四路到关山大道,关南园路,25.0,"LINESTRING (114.41885622063252 30.476280742427083, 114.41706847029202 30.476248462117486, 114.41605197845067 30.47622087260687, 114.41508160351937 30.476183869353225, 114.4146920642707 30.476175956873394, 114.41346141151496 30.476142516599385, 114.41238502898275 30.476107451457153, 114.41173522199512 30.476093712733395, 114.41127666652253 30.476070518196586, 114.41055180730406 30.47606626316522, 114.40923031438784 30.47599871055066, 114.4067627544786 30.47597078917138, 114.40667166578301 30.47597074906123, 114.40541947899116 30.476084604651614, 114.40512120950153 30.47609409011446, 114.4040833017957 30.476183307519904, 114.40369297623846 30.476196581603308, 114.40360990670146 30.47621365184538)",20.0,-16.666666666666664
